s_data,s_p_id,s_sk_id,s_cena_sprzedazy,s_cena_zakupu,s_liczba_towarow,s_liczba_klientow
2013-09-17,37,5,2.45,1.47,4,4
2013-09-17,91,5,2.5,1.5,1,1
2013-09-17,85,5,2.6,1.56,1,1
2013-09-17,96,15,3.74,3.74,7,7
2013-09-17,48,5,2.45,1.47,1,1
2013-09-17,19,5,2.45,1.47,9,9
2013-09-17,130,15,5.6,3.88,1,1
2013-09-17,58,14,2.6,1.48,7,7
2013-09-17,95,9,3.74,3.74,3,3
2013-09-17,40,4,2.45,1.64,1,1
2013-09-17,110,5,3.74,3.74,3,3
2013-09-17,63,9,2.6,1.56,9,9
2013-09-17,14,9,2.45,1.47,5,5
2013-09-17,44,15,2.45,1.47,6,6
2013-09-17,139,15,0.4,0.24,6,4
2013-09-17,76,9,2.6,1.56,3,3
2013-09-17,37,9,2.45,1.47,7,7
2013-09-17,103,5,3.74,3.74,6,6
2013-09-17,109,14,3.74,2.45,10,10
2013-09-17,112,5,20.99,14.99,5,5
2013-09-17,80,5,2.6,1.56,3,3
2013-09-17,52,5,2.6,1.56,3,3
2013-09-17,30,15,2.45,1.47,1,1
2013-09-17,75,15,2.6,1.56,9,9
2013-09-17,39,9,2.45,1.47,7,7
2013-09-17,49,15,2.45,1.47,4,4
2013-09-18,80,15,2.6,1.56,6,6
2013-09-18,109,5,3.74,3.74,1,1
2013-09-18,40,14,2.45,1.4,1,1
2013-09-18,139,15,0.47,0.28,9,7
2013-09-18,123,5,20.99,14.99,4,4
2013-09-18,31,4,2.45,1.64,3,3
2013-09-18,114,15,20.99,14.99,1,1
2013-09-18,21,5,2.45,1.47,1,1
2013-09-18,43,5,2.45,1.47,1,1
2013-09-18,117,9,20.99,14.99,1,1
2013-09-18,33,4,2.45,1.64,7,7
2013-09-18,95,5,3.74,3.74,1,1
2013-09-18,134,9,5.6,3.88,7,7
2013-09-18,109,9,3.74,3.74,1,1
2013-09-18,90,9,2.6,1.56,9,9
2013-09-18,126,9,20.99,14.99,4,4
2013-09-18,82,5,2.6,1.56,7,7
2013-09-18,25,5,2.45,1.47,1,1
2013-09-18,52,9,2.6,1.56,1,1
2013-09-18,30,5,2.45,1.47,2,2
2013-09-18,1,9,2.45,1.47,6,6
2013-09-18,68,9,2.6,1.56,4,4
2013-09-19,28,5,2.45,1.47,8,8
2013-09-19,133,5,5.6,3.88,6,6
2013-09-19,56,5,2.6,1.56,7,7
2013-09-19,7,5,2.45,1.47,1,1
2013-09-19,22,5,2.45,1.47,5,5
2013-09-19,133,9,5.6,3.88,10,10
2013-09-19,106,5,3.74,3.74,5,5
2013-09-19,77,15,2.6,1.56,1,1
2013-09-19,7,9,2.45,1.47,6,6
2013-09-19,45,15,2.45,1.47,5,5
2013-09-19,79,15,2.6,1.56,3,3
2013-09-19,19,14,2.45,1.4,9,9
2013-09-19,136,5,6.49,4.49,8,8
2013-09-19,88,4,2.6,1.74,10,10
2013-09-19,49,14,2.45,1.4,1,1
2013-09-19,86,5,2.6,1.56,1,1
2013-09-19,20,9,2.45,1.47,1,1
2013-09-19,96,9,3.74,3.74,9,9
2013-09-19,61,9,2.6,1.56,1,1
2013-09-19,121,9,20.99,14.99,6,6
2013-09-19,1,5,2.45,1.47,5,5
2013-09-19,76,5,2.6,1.56,9,9
2013-09-19,100,5,3.74,3.74,1,1
2013-09-19,7,9,2.45,1.47,1,1
2013-09-19,43,9,2.45,1.47,9,9
2013-09-19,82,15,2.6,1.56,9,9
2013-09-19,31,9,2.45,1.47,9,9
2013-09-19,116,9,20.99,14.99,4,4
2013-09-19,140,15,0.68,0.41,8,6
2013-09-19,57,5,2.6,1.56,7,7
2013-09-19,124,5,20.99,14.99,10,10
2013-09-19,126,15,20.99,14.99,1,1
2013-09-19,131,14,5.6,3.75,1,1
2013-09-19,109,15,3.74,3.74,1,1
2013-09-19,21,9,2.45,1.47,1,1
2013-09-19,95,15,3.74,3.74,6,6
2013-09-20,66,9,2.6,1.56,1,1
2013-09-20,89,4,2.6,1.74,1,1
2013-09-20,101,15,3.74,3.74,6,6
2013-09-20,115,15,20.99,14.99,3,3
2013-09-20,60,4,2.6,1.74,3,3
2013-09-20,12,14,2.45,1.4,3,3
2013-09-20,48,9,2.45,1.47,9,9
2013-09-20,94,5,3.74,3.74,7,7
2013-09-20,121,5,20.99,14.99,5,5
2013-09-20,117,15,20.99,14.99,1,1
2013-09-20,51,5,2.6,1.56,1,1
2013-09-20,64,14,2.6,1.48,9,9
2013-09-20,132,9,5.6,3.88,3,3
2013-09-20,74,15,2.6,1.56,1,1
2013-09-20,82,15,2.6,1.56,9,9
2013-09-20,22,9,2.45,1.47,1,1
2013-09-21,79,14,2.6,1.48,1,1
2013-09-21,57,9,2.6,1.56,1,1
2013-09-21,129,9,5.6,3.88,6,6
2013-09-21,107,5,3.74,3.74,6,6
2013-09-21,136,5,6.49,4.49,9,9
2013-09-21,85,9,2.6,1.56,7,7
2013-09-21,77,5,2.6,1.56,5,5
2013-09-21,133,5,5.6,3.88,9,9
2013-09-21,70,5,2.6,1.56,10,10
2013-09-21,36,14,2.45,1.4,7,7
2013-09-21,109,9,3.74,3.74,9,9
2013-09-21,104,5,3.74,3.74,1,1
2013-09-21,136,9,6.49,4.49,10,10
2013-09-21,63,15,2.6,1.56,9,9
2013-09-21,46,5,2.45,1.47,1,1
2013-09-21,5,9,2.45,1.47,9,9
2013-09-21,46,9,2.45,1.47,1,1
2013-09-21,78,4,2.6,1.74,6,6
2013-09-22,136,4,6.49,4.84,3,3
2013-09-22,25,9,2.45,1.47,3,3
2013-09-22,135,5,5.6,3.88,9,9
2013-09-22,58,5,2.6,1.56,7,7
2013-09-22,121,5,20.99,14.99,2,2
2013-09-22,13,9,2.45,1.47,3,3
2013-09-22,50,14,2.6,1.48,9,9
2013-09-22,58,15,2.6,1.56,3,3
2013-09-22,30,4,2.45,1.64,2,2
2013-09-22,114,9,20.99,14.99,1,1
2013-09-22,93,9,3.74,3.74,1,1
2013-09-22,95,5,3.74,3.74,8,8
2013-09-22,49,5,2.45,1.47,7,7
2013-09-22,76,5,2.6,1.56,1,1
2013-09-22,100,9,3.74,3.74,7,7
2013-09-22,52,9,2.6,1.56,3,3
2013-09-22,18,5,2.45,1.47,7,7
2013-09-22,114,5,20.99,14.99,1,1
2013-09-22,28,4,2.45,1.64,1,1
2013-09-22,88,14,2.6,1.48,3,3
2013-09-22,47,5,2.45,1.47,1,1
2013-09-22,127,4,5.6,4.18,4,4
2013-09-22,66,15,2.6,1.56,9,9
2013-09-22,91,15,2.5,1.5,4,4
2013-09-22,102,9,3.74,3.74,6,6
2013-09-22,64,14,2.6,1.48,2,2
2013-09-22,4,15,2.45,1.47,5,5
2013-09-22,117,9,20.99,14.99,4,4
2013-09-23,49,5,2.45,1.47,9,9
2013-09-23,67,5,2.6,1.56,10,10
2013-09-23,79,15,2.6,1.56,3,3
2013-09-23,43,15,2.45,1.47,5,5
2013-09-23,94,9,3.74,3.74,6,6
2013-09-23,113,5,20.99,14.99,7,7
2013-09-23,1,9,2.45,1.47,5,5
2013-09-24,18,9,2.45,1.47,1,1
2013-09-24,123,9,20.99,14.99,8,8
2013-09-24,67,14,2.6,1.48,1,1
2013-09-24,120,14,20.99,14.54,10,10
2013-09-24,41,15,2.45,1.47,5,5
2013-09-24,52,15,2.6,1.56,9,9
2013-09-24,62,4,2.6,1.74,8,8
2013-09-24,60,15,2.6,1.56,7,7
2013-09-24,58,9,2.6,1.56,1,1
2013-09-24,138,5,0.95,0.57,5,5
2013-09-24,110,5,3.74,3.74,5,5
2013-09-24,18,4,2.45,1.64,3,3
2013-09-24,62,9,2.6,1.56,9,9
2013-09-24,99,4,3.74,2.75,6,6
2013-09-24,116,9,20.99,14.99,7,7
2013-09-25,137,5,0.27,0.16,11,5
2013-09-25,46,9,2.45,1.47,5,5
2013-09-25,79,9,2.6,1.56,9,9
2013-09-25,112,5,20.99,14.99,9,9
2013-09-25,58,5,2.6,1.56,1,1
2013-09-25,139,15,0.34,0.2,16,9
2013-09-25,9,9,2.45,1.47,6,6
2013-09-25,7,5,2.45,1.47,1,1
2013-09-25,130,5,5.6,3.88,5,5
2013-09-25,87,5,2.6,1.56,9,9
2013-09-25,23,4,2.45,1.64,6,6
2013-09-25,19,5,2.45,1.47,7,7
2013-09-25,99,9,3.74,3.74,5,5
2013-09-25,33,5,2.45,1.47,1,1
2013-09-25,103,9,3.74,3.74,8,8
2013-09-25,33,9,2.45,1.47,7,7
2013-09-25,135,9,5.6,3.88,9,9
2013-09-25,34,9,2.45,1.47,2,2
2013-09-25,133,9,5.6,3.88,1,1
2013-09-25,8,14,2.45,1.4,4,4
2013-09-25,1,4,2.45,1.64,7,7
2013-09-25,107,4,3.74,2.75,9,9
2013-09-25,94,14,3.74,2.45,5,5
2013-09-25,118,9,20.99,14.99,9,9
2013-09-25,40,14,2.45,1.4,7,7
2013-09-25,121,5,20.99,14.99,7,7
2013-09-25,34,5,2.45,1.47,1,1
2013-09-25,22,5,2.45,1.47,1,1
2013-09-25,15,9,2.45,1.47,5,5
2013-09-25,136,9,6.49,4.49,4,4
2013-09-25,1,9,2.45,1.47,1,1
2013-09-25,139,4,0.53,0.35,8,7
2013-09-25,87,15,2.6,1.56,5,5
2013-09-25,78,9,2.6,1.56,1,1
2013-09-25,122,15,20.99,14.99,1,1
2013-09-25,106,5,3.74,3.74,5,5
2013-09-25,123,9,20.99,14.99,2,2
2013-09-25,103,5,3.74,3.74,3,3
2013-09-25,27,14,2.45,1.4,3,3
2013-09-25,34,9,2.45,1.47,9,9
2013-09-25,124,4,20.99,16.04,7,7
2013-09-25,97,15,3.74,3.74,6,6
2013-09-25,110,5,3.74,3.74,1,1
2013-09-25,41,5,2.45,1.47,1,1
2013-09-25,52,14,2.6,1.48,5,5
2013-09-25,61,14,2.6,1.48,1,1
2013-09-26,26,15,2.45,1.47,1,1
2013-09-26,37,9,2.45,1.47,10,10
2013-09-26,21,9,2.45,1.47,6,6
2013-09-26,112,4,20.99,16.04,1,1
2013-09-26,6,9,2.45,1.47,5,5
2013-09-26,40,5,2.45,1.47,3,3
2013-09-26,48,14,2.45,1.4,3,3
2013-09-26,91,15,2.5,1.5,1,1
2013-09-26,67,14,2.6,1.48,6,6
2013-09-26,103,5,3.74,3.74,9,9
2013-09-26,72,9,2.6,1.56,8,8
2013-09-27,105,15,3.74,3.74,7,7
2013-09-27,91,5,2.5,1.5,4,4
2013-09-27,107,9,3.74,3.74,1,1
2013-09-27,112,9,20.99,14.99,1,1
2013-09-27,61,9,2.6,1.56,9,9
2013-09-27,133,5,5.6,3.88,3,3
2013-09-27,115,15,20.99,14.99,1,1
2013-09-27,48,9,2.45,1.47,3,3
2013-09-27,61,5,2.6,1.56,1,1
2013-09-27,101,5,3.74,3.74,5,5
2013-09-27,124,5,20.99,14.99,1,1
2013-09-27,119,9,20.99,14.99,6,6
2013-09-27,58,5,2.6,1.56,6,6
2013-09-27,16,5,2.45,1.47,7,7
2013-09-27,32,5,2.45,1.47,7,7
2013-09-27,98,5,3.74,3.74,6,6
2013-09-27,76,9,2.6,1.56,1,1
2013-09-28,31,5,2.45,1.47,1,1
2013-09-28,76,4,2.6,1.74,10,10
2013-09-28,97,14,3.74,2.45,7,7
2013-09-28,1,9,2.45,1.47,1,1
2013-09-28,6,9,2.45,1.47,6,6
2013-09-28,136,5,6.49,4.49,3,3
2013-09-28,38,4,2.45,1.64,6,6
2013-09-28,103,9,3.74,3.74,1,1
2013-09-28,1,5,2.45,1.47,3,3
2013-09-28,3,15,2.45,1.47,5,5
2013-09-28,104,15,3.74,3.74,9,9
2013-09-28,49,4,2.45,1.64,7,7
2013-09-28,1,9,2.45,1.47,1,1
2013-09-28,7,9,2.45,1.47,1,1
2013-09-28,63,14,2.6,1.48,3,3
2013-09-28,22,9,2.45,1.47,5,5
2013-09-28,133,15,5.6,3.88,1,1
2013-09-28,38,14,2.45,1.4,9,9
2013-09-28,97,5,3.74,3.74,9,9
2013-09-28,131,9,5.6,3.88,5,5
2013-09-28,141,4,0.6,0.4,1,1
2013-09-28,22,14,2.45,1.4,8,8
2013-09-28,101,14,3.74,2.45,3,3
2013-09-28,82,9,2.6,1.56,6,6
2013-09-28,89,5,2.6,1.56,8,8
2013-09-28,89,5,2.6,1.56,3,3
2013-09-28,73,15,2.6,1.56,7,7
2013-09-28,4,5,2.45,1.47,7,7
2013-09-28,1,5,2.45,1.47,6,6
2013-09-28,53,14,2.6,1.48,8,8
2013-09-28,70,9,2.6,1.56,9,9
2013-09-28,19,9,2.45,1.47,1,1
2013-09-28,24,9,2.45,1.47,10,10
2013-09-28,66,5,2.6,1.56,5,5
2013-09-28,70,5,2.6,1.56,10,10
2013-09-28,64,9,2.6,1.56,7,7
2013-09-28,110,14,3.74,2.45,1,1
2013-09-28,132,15,5.6,3.88,3,3
2013-09-28,5,15,2.45,1.47,6,6
2013-09-28,61,5,2.6,1.56,7,7
2013-09-28,79,5,2.6,1.56,4,4
2013-09-28,35,9,2.45,1.47,5,5
2013-09-28,47,4,2.45,1.64,1,1
2013-09-28,70,9,2.6,1.56,8,8
2013-09-28,25,9,2.45,1.47,7,7
2013-09-28,84,9,2.6,1.56,7,7
2013-09-28,133,5,5.6,3.88,3,3
2013-09-28,26,9,2.45,1.47,5,5
2013-09-28,19,9,2.45,1.47,1,1
2013-09-28,22,5,2.45,1.47,10,10
2013-09-28,37,15,2.45,1.47,7,7
2013-09-28,20,15,2.45,1.47,9,9
2013-09-28,95,15,3.74,3.74,4,4
2013-09-28,136,9,6.49,4.49,7,7
2013-09-28,124,4,20.99,16.04,10,10
2013-09-28,25,9,2.45,1.47,6,6
2013-09-28,133,5,5.6,3.88,7,7
2013-09-28,59,9,2.6,1.56,6,6
2013-09-29,1,5,2.45,1.47,2,2
2013-09-29,124,9,20.99,14.99,1,1
2013-09-29,19,5,2.45,1.47,8,8
2013-09-29,138,5,0.63,0.38,3,2
2013-09-29,136,15,6.49,4.49,6,6
2013-09-29,132,14,5.6,3.75,3,3
2013-09-29,40,9,2.45,1.47,5,5
2013-09-29,48,9,2.45,1.47,1,1
2013-09-29,123,9,20.99,14.99,3,3
2013-09-29,24,9,2.45,1.47,5,5
2013-09-29,22,4,2.45,1.64,9,9
2013-09-29,2,5,2.45,1.47,9,9
2013-09-29,94,5,3.74,3.74,6,6
2013-09-30,79,9,2.6,1.56,7,7
2013-09-30,103,9,3.74,3.74,3,3
2013-09-30,133,9,5.6,3.88,9,9
2013-09-30,84,4,2.6,1.74,3,3
2013-09-30,14,4,2.45,1.64,9,9
2013-09-30,59,5,2.6,1.56,4,4
2013-09-30,27,14,2.45,1.4,3,3
2013-09-30,91,9,2.5,1.5,5,5
2013-09-30,113,9,20.99,14.99,5,5
2013-09-30,137,15,0.38,0.23,8,5
2013-09-30,10,5,2.45,1.47,3,3
2013-10-01,130,4,5.6,4.18,6,6
2013-10-01,36,14,2.45,1.4,1,1
2013-10-01,31,9,2.45,1.47,3,3
2013-10-01,64,14,2.6,1.48,8,8
2013-10-01,124,5,20.99,14.99,1,1
2013-10-01,70,5,2.6,1.56,2,2
2013-10-01,14,4,2.45,1.64,5,5
2013-10-01,92,4,3.74,2.75,2,2
2013-10-01,115,5,20.99,14.99,1,1
2013-10-01,43,9,2.45,1.47,1,1
2013-10-01,55,9,2.6,1.56,3,3
2013-10-01,85,9,2.6,1.56,1,1
2013-10-01,55,5,2.6,1.56,5,5
2013-10-01,7,15,2.45,1.47,1,1
2013-10-01,36,14,2.45,1.4,9,9
2013-10-01,77,9,2.6,1.56,1,1
2013-10-01,88,9,2.6,1.56,5,5
2013-10-01,76,9,2.6,1.56,1,1
2013-10-01,22,5,2.45,1.47,4,4
2013-10-01,111,15,3.74,3.74,2,2
2013-10-01,52,9,2.6,1.56,1,1
2013-10-01,19,4,2.45,1.64,6,6
2013-10-01,55,4,2.6,1.74,7,7
2013-10-01,100,9,3.74,3.74,5,5
2013-10-01,90,9,2.6,1.56,1,1
2013-10-01,1,5,2.45,1.47,5,5
2013-10-01,79,14,2.6,1.48,3,3
2013-10-01,1,9,2.45,1.47,3,3
2013-10-01,82,9,2.6,1.56,8,8
2013-10-01,46,9,2.45,1.47,7,7
2013-10-01,100,14,3.74,2.45,10,10
2013-10-01,128,9,5.6,3.88,1,1
2013-10-01,37,5,2.45,1.47,7,7
2013-10-01,49,9,2.45,1.47,1,1
2013-10-02,97,5,3.74,3.74,10,10
2013-10-02,95,5,3.74,3.74,1,1
2013-10-02,22,9,2.45,1.47,5,5
2013-10-02,90,15,2.6,1.56,3,3
2013-10-02,67,9,2.6,1.56,9,9
2013-10-02,106,5,3.74,3.74,8,8
2013-10-02,112,9,20.99,14.99,1,1
2013-10-02,100,15,3.74,3.74,8,8
2013-10-02,32,5,2.45,1.47,4,4
2013-10-02,99,4,3.74,2.75,9,9
2013-10-02,67,9,2.6,1.56,6,6
2013-10-02,56,14,2.6,1.48,3,3
2013-10-02,12,4,2.45,1.64,6,6
2013-10-02,65,5,2.6,1.56,1,1
2013-10-02,140,4,0.42,0.28,13,6
2013-10-02,20,5,2.45,1.47,1,1
2013-10-02,53,5,2.6,1.56,1,1
2013-10-02,120,9,20.99,14.99,6,6
2013-10-03,114,5,20.99,14.99,3,3
2013-10-03,90,14,2.6,1.48,1,1
2013-10-03,58,9,2.6,1.56,8,8
2013-10-03,38,9,2.45,1.47,1,1
2013-10-03,58,14,2.6,1.48,5,5
2013-10-03,6,9,2.45,1.47,1,1
2013-10-03,109,5,3.74,3.74,3,3
2013-10-03,48,5,2.45,1.47,7,7
2013-10-03,101,15,3.74,3.74,1,1
2013-10-03,68,9,2.6,1.56,9,9
2013-10-04,59,5,2.6,1.56,1,1
2013-10-04,40,5,2.45,1.47,7,7
2013-10-04,114,14,20.99,14.54,1,1
2013-10-04,55,15,2.6,1.56,7,7
2013-10-04,1,9,2.45,1.47,4,4
2013-10-04,85,5,2.6,1.56,7,7
2013-10-04,56,15,2.6,1.56,7,7
2013-10-04,22,5,2.45,1.47,1,1
2013-10-04,28,9,2.45,1.47,1,1
2013-10-04,43,9,2.45,1.47,3,3
2013-10-04,7,4,2.45,1.64,1,1
2013-10-04,46,5,2.45,1.47,7,7
2013-10-04,8,5,2.45,1.47,6,6
2013-10-04,95,14,3.74,2.45,5,5
2013-10-04,110,5,3.74,3.74,1,1
2013-10-04,73,9,2.6,1.56,7,7
2013-10-04,91,9,2.5,1.5,1,1
2013-10-04,91,5,2.5,1.5,6,6
2013-10-04,55,9,2.6,1.56,5,5
2013-10-04,76,5,2.6,1.56,7,7
2013-10-04,80,9,2.6,1.56,2,2
2013-10-04,30,9,2.45,1.47,9,9
2013-10-04,32,9,2.45,1.47,6,6
2013-10-04,43,15,2.45,1.47,1,1
2013-10-04,23,14,2.45,1.4,9,9
2013-10-04,14,9,2.45,1.47,3,3
2013-10-04,103,9,3.74,3.74,2,2
2013-10-04,47,5,2.45,1.47,9,9
2013-10-04,59,5,2.6,1.56,8,8
2013-10-04,25,9,2.45,1.47,6,6
2013-10-04,88,5,2.6,1.56,1,1
2013-10-04,105,5,3.74,3.74,3,3
2013-10-04,122,9,20.99,14.99,8,8
2013-10-04,56,9,2.6,1.56,1,1
2013-10-04,34,5,2.45,1.47,5,5
2013-10-04,109,9,3.74,3.74,3,3
2013-10-04,67,5,2.6,1.56,1,1
2013-10-04,134,4,5.6,4.18,7,7
2013-10-04,46,5,2.45,1.47,3,3
2013-10-04,73,9,2.6,1.56,7,7
2013-10-04,88,9,2.6,1.56,1,1
2013-10-05,49,5,2.45,1.47,1,1
2013-10-05,58,4,2.6,1.74,1,1
2013-10-05,112,9,20.99,14.99,9,9
2013-10-05,131,4,5.6,4.18,1,1
2013-10-05,129,9,5.6,3.88,5,5
2013-10-05,31,9,2.45,1.47,3,3
2013-10-05,78,5,2.6,1.56,7,7
2013-10-05,19,9,2.45,1.47,5,5
2013-10-05,1,5,2.45,1.47,1,1
2013-10-05,1,15,2.45,1.47,6,6
2013-10-05,87,5,2.6,1.56,4,4
2013-10-05,133,4,5.6,4.18,9,9
2013-10-06,53,5,2.6,1.56,6,6
2013-10-06,16,9,2.45,1.47,6,6
2013-10-06,28,9,2.45,1.47,6,6
2013-10-06,10,15,2.45,1.47,1,1
2013-10-06,121,5,20.99,14.99,1,1
2013-10-06,66,9,2.6,1.56,5,5
2013-10-06,94,4,3.74,2.75,1,1
2013-10-06,62,15,2.6,1.56,3,3
2013-10-06,129,15,5.6,3.88,3,3
2013-10-06,1,15,2.45,1.47,1,1
2013-10-06,115,9,20.99,14.99,1,1
2013-10-06,129,9,5.6,3.88,3,3
2013-10-06,14,15,2.45,1.47,1,1
2013-10-06,17,9,2.45,1.47,7,7
2013-10-07,1,5,2.45,1.47,3,3
2013-10-07,10,9,2.45,1.47,1,1
2013-10-07,118,9,20.99,14.99,5,5
2013-10-07,94,15,3.74,3.74,9,9
2013-10-07,38,5,2.45,1.47,9,9
2013-10-07,5,5,2.45,1.47,2,2
2013-10-07,136,9,6.49,4.49,5,5
2013-10-07,4,5,2.45,1.47,10,10
2013-10-07,17,15,2.45,1.47,1,1
2013-10-07,37,9,2.45,1.47,5,5
2013-10-07,22,5,2.45,1.47,5,5
2013-10-07,35,9,2.45,1.47,7,7
2013-10-07,70,15,2.6,1.56,1,1
2013-10-07,85,5,2.6,1.56,1,1
2013-10-07,124,15,20.99,14.99,7,7
2013-10-07,80,4,2.6,1.74,1,1
2013-10-07,27,5,2.45,1.47,3,3
2013-10-07,73,5,2.6,1.56,2,2
2013-10-07,15,5,2.45,1.47,8,8
2013-10-07,45,5,2.45,1.47,7,7
2013-10-07,121,9,20.99,14.99,7,7
2013-10-08,121,9,20.99,14.99,1,1
2013-10-08,92,14,3.74,2.45,1,1
2013-10-08,40,5,2.45,1.47,1,1
2013-10-08,19,9,2.45,1.47,5,5
2013-10-08,115,14,20.99,14.54,6,6
2013-10-08,61,15,2.6,1.56,3,3
2013-10-08,3,15,2.45,1.47,6,6
2013-10-08,118,14,20.99,14.54,5,5
2013-10-08,118,4,20.99,16.04,8,8
2013-10-08,5,4,2.45,1.64,6,6
2013-10-08,20,9,2.45,1.47,5,5
2013-10-09,64,15,2.6,1.56,9,9
2013-10-09,40,5,2.45,1.47,8,8
2013-10-09,4,9,2.45,1.47,7,7
2013-10-09,28,9,2.45,1.47,1,1
2013-10-09,122,9,20.99,14.99,5,5
2013-10-09,10,5,2.45,1.47,6,6
2013-10-09,70,9,2.6,1.56,1,1
2013-10-09,60,9,2.6,1.56,9,9
2013-10-09,94,9,3.74,3.74,7,7
2013-10-09,116,5,20.99,14.99,9,9
2013-10-09,62,5,2.6,1.56,1,1
2013-10-09,40,9,2.45,1.47,5,5
2013-10-09,127,5,5.6,3.88,7,7
2013-10-09,103,4,3.74,2.75,1,1
2013-10-09,92,5,3.74,3.74,9,9
2013-10-09,56,5,2.6,1.56,10,10
2013-10-09,19,15,2.45,1.47,1,1
2013-10-09,21,14,2.45,1.4,3,3
2013-10-09,1,9,2.45,1.47,1,1
2013-10-09,24,15,2.45,1.47,7,7
2013-10-09,136,5,6.49,4.49,1,1
2013-10-09,13,5,2.45,1.47,10,10
2013-10-09,88,5,2.6,1.56,10,10
2013-10-09,5,5,2.45,1.47,1,1
2013-10-09,129,4,5.6,4.18,3,3
2013-10-09,7,9,2.45,1.47,6,6
2013-10-09,13,5,2.45,1.47,9,9
2013-10-09,63,5,2.6,1.56,7,7
2013-10-09,45,9,2.45,1.47,7,7
2013-10-09,103,4,3.74,2.75,1,1
2013-10-09,54,9,2.6,1.56,5,5
2013-10-09,28,14,2.45,1.4,6,6
2013-10-09,46,9,2.45,1.47,8,8
2013-10-09,68,5,2.6,1.56,10,10
2013-10-09,99,9,3.74,3.74,7,7
2013-10-10,81,9,2.6,1.56,7,7
2013-10-10,52,9,2.6,1.56,7,7
2013-10-10,73,9,2.6,1.56,5,5
2013-10-10,46,15,2.45,1.47,9,9
2013-10-10,121,15,20.99,14.99,1,1
2013-10-10,1,9,2.45,1.47,3,3
2013-10-10,67,9,2.6,1.56,9,9
2013-10-10,93,5,3.74,3.74,7,7
2013-10-10,58,5,2.6,1.56,9,9
