s_data,s_p_id,s_sk_id,s_cena_sprzedazy,s_cena_zakupu,s_liczba_towarow,s_liczba_klientow
2013-09-21,94,16,3.74,3.74,3,3
2013-09-21,67,11,2.6,1.3,2,2
2013-09-21,110,11,3.74,2.24,1,1
2013-09-21,24,11,2.45,1.23,7,7
2013-09-21,19,11,2.45,1.23,1,1
2013-09-21,46,16,2.45,1.47,1,1
2013-09-21,88,13,2.6,1.4,5,5
2013-09-21,64,16,2.6,1.56,1,1
2013-09-22,91,11,2.5,1.25,7,7
2013-09-22,11,16,2.45,1.47,1,1
2013-09-22,82,11,2.6,1.3,7,7
2013-09-22,46,13,2.45,1.32,7,7
2013-09-22,127,11,5.6,3.45,1,1
2013-09-22,94,11,3.74,2.24,1,1
2013-09-22,86,16,2.6,1.56,1,1
2013-09-22,70,11,2.6,1.3,7,7
2013-09-22,87,13,2.6,1.4,9,9
2013-09-22,15,13,2.45,1.32,4,4
2013-09-22,73,13,2.6,1.41,2,2
2013-09-22,25,16,2.45,1.47,4,4
2013-09-22,121,11,20.99,13.49,3,3
2013-09-22,57,12,2.6,1.56,1,1
2013-09-22,25,16,2.45,1.47,7,7
2013-09-22,104,11,3.74,2.24,5,5
2013-09-22,31,11,2.45,1.23,1,1
2013-09-22,60,20,2.6,1.61,7,7
2013-09-22,106,12,3.74,3.74,1,1
2013-09-22,2,16,2.45,1.47,3,3
2013-09-22,67,13,2.6,1.4,1,1
2013-09-22,67,13,2.6,1.4,6,6
2013-09-22,61,10,2.6,1.56,4,4
2013-09-22,64,2,2.6,1.56,4,4
2013-09-22,124,13,20.99,14.09,6,6
2013-09-22,127,13,5.6,3.62,1,1
2013-09-22,96,11,3.74,2.24,7,7
2013-09-22,92,16,3.74,3.74,5,5
2013-09-22,73,11,2.6,1.3,6,6
2013-09-22,126,11,20.99,13.49,9,9
2013-09-22,74,13,2.6,1.4,1,1
2013-09-22,67,2,2.6,1.56,7,7
2013-09-22,80,16,2.6,1.56,9,9
2013-09-22,82,11,2.6,1.3,5,5
2013-09-22,52,20,2.6,1.61,8,8
2013-09-22,1,11,2.45,1.23,9,9
2013-09-22,58,13,2.6,1.4,1,1
2013-09-22,28,13,2.45,1.32,8,8
2013-09-22,40,16,2.45,1.47,1,1
2013-09-22,121,11,20.99,13.49,1,1
2013-09-22,74,12,2.6,1.56,3,3
2013-09-22,33,16,2.45,1.47,5,5
2013-09-22,107,2,3.74,3.74,9,9
2013-09-23,33,2,2.45,1.47,1,1
2013-09-23,127,13,5.6,3.62,1,1
2013-09-23,1,11,2.45,1.23,1,1
2013-09-23,115,10,20.99,14.99,4,4
2013-09-23,45,16,2.45,1.47,7,7
2013-09-23,38,13,2.45,1.32,1,1
2013-09-23,25,11,2.45,1.23,5,5
2013-09-23,67,13,2.6,1.4,9,9
2013-09-23,133,13,5.6,3.62,3,3
2013-09-23,93,11,3.74,2.24,1,1
2013-09-23,100,20,3.74,2.6,6,6
2013-09-23,4,13,2.45,1.32,9,9
2013-09-23,100,16,3.74,3.74,7,7
2013-09-23,25,11,2.45,1.23,7,7
2013-09-23,70,20,2.6,1.61,2,2
2013-09-23,44,11,2.45,1.23,1,1
2013-09-24,61,13,2.6,1.4,1,1
2013-09-24,133,13,5.6,3.62,9,9
2013-09-24,116,2,20.99,14.99,5,5
2013-09-24,10,13,2.45,1.32,6,6
2013-09-24,56,16,2.6,1.56,9,9
2013-09-24,133,13,5.6,3.62,1,1
2013-09-24,26,16,2.45,1.47,9,9
2013-09-24,71,11,2.6,1.3,5,5
2013-09-24,1,11,2.45,1.23,9,9
2013-09-24,4,11,2.45,1.23,9,9
2013-09-24,43,10,2.45,1.47,1,1
2013-09-24,58,13,2.6,1.4,3,3
2013-09-24,13,2,2.45,1.47,5,5
2013-09-24,22,12,2.45,1.47,3,3
2013-09-24,81,2,2.6,1.56,1,1
2013-09-24,22,10,2.45,1.47,7,7
2013-09-24,86,11,2.6,1.3,1,1
2013-09-24,109,2,3.74,3.74,1,1
2013-09-24,67,16,2.6,1.56,1,1
2013-09-24,69,11,2.6,1.3,1,1
2013-09-25,1,12,2.45,1.47,1,1
2013-09-25,23,13,2.45,1.32,5,5
2013-09-25,10,13,2.45,1.32,4,4
2013-09-25,92,13,3.74,2.36,5,5
2013-09-25,14,13,2.45,1.32,3,3
2013-09-25,138,11,0.81,0.41,7,6
2013-09-25,78,13,2.6,1.4,3,3
2013-09-25,80,16,2.6,1.56,3,3
2013-09-25,8,13,2.45,1.32,9,9
2013-09-25,118,13,20.99,14.09,1,1
2013-09-25,97,12,3.74,3.74,1,1
2013-09-25,83,13,2.6,1.4,5,5
2013-09-25,67,11,2.6,1.3,3,3
2013-09-25,55,11,2.6,1.3,8,8
2013-09-25,66,20,2.6,1.61,1,1
2013-09-25,35,11,2.45,1.23,1,1
2013-09-25,136,11,6.49,3.99,1,1
2013-09-25,16,16,2.45,1.47,9,9
2013-09-25,32,16,2.45,1.47,9,9
2013-09-25,46,13,2.45,1.32,7,7
2013-09-25,117,12,20.99,14.99,2,2
2013-09-25,94,16,3.74,3.74,4,4
2013-09-25,74,11,2.6,1.3,6,6
2013-09-25,10,16,2.45,1.47,10,10
2013-09-25,17,16,2.45,1.47,1,1
2013-09-25,10,2,2.45,1.47,1,1
2013-09-25,124,11,20.99,13.49,1,1
2013-09-25,100,13,3.74,2.36,3,3
2013-09-25,95,11,3.74,2.24,4,4
2013-09-25,100,11,3.74,2.24,8,8
2013-09-25,43,20,2.45,1.52,7,7
2013-09-25,88,13,2.6,1.4,9,9
2013-09-25,97,11,3.74,2.24,4,4
2013-09-25,73,12,2.6,1.56,4,4
2013-09-25,137,12,0.47,0.28,9,7
2013-09-25,34,13,2.45,1.32,1,1
2013-09-25,129,13,5.6,3.62,6,6
2013-09-25,77,16,2.6,1.56,6,6
2013-09-25,67,13,2.6,1.4,5,5
2013-09-25,32,13,2.45,1.32,1,1
2013-09-25,40,11,2.45,1.23,7,7
2013-09-25,127,11,5.6,3.45,1,1
2013-09-25,1,11,2.45,1.23,3,3
2013-09-25,60,13,2.6,1.4,1,1
2013-09-25,40,16,2.45,1.47,9,9
2013-09-25,88,12,2.6,1.56,5,5
2013-09-25,69,11,2.6,1.3,5,5
2013-09-25,54,16,2.6,1.56,3,3
2013-09-25,59,16,2.6,1.56,2,2
2013-09-25,83,2,2.6,1.56,3,3
2013-09-25,103,16,3.74,3.74,7,7
2013-09-25,2,11,2.45,1.23,7,7
2013-09-25,10,10,2.45,1.47,6,6
2013-09-25,120,13,20.99,14.09,3,3
2013-09-25,67,12,2.6,1.56,3,3
2013-09-26,59,12,2.6,1.56,3,3
2013-09-26,108,2,3.74,3.74,9,9
2013-09-26,19,11,2.45,1.23,3,3
2013-09-26,6,11,2.45,1.23,1,1
2013-09-26,27,16,2.45,1.47,10,10
2013-09-26,66,13,2.6,1.4,9,9
2013-09-26,123,11,20.99,13.49,6,6
2013-09-26,16,2,2.45,1.47,5,5
2013-09-26,106,11,3.74,2.24,9,9
2013-09-26,3,16,2.45,1.47,8,8
2013-09-26,97,16,3.74,3.74,1,1
2013-09-26,76,13,2.6,1.4,1,1
2013-09-26,130,11,5.6,3.45,9,9
2013-09-26,8,10,2.45,1.47,6,6
2013-09-26,100,13,3.74,2.36,3,3
2013-09-26,138,16,0.68,0.41,7,5
2013-09-27,2,13,2.45,1.32,4,4
2013-09-27,6,11,2.45,1.23,6,6
2013-09-27,91,16,2.5,1.5,1,1
2013-09-27,37,11,2.45,1.23,2,2
2013-09-27,124,11,20.99,13.49,9,9
2013-09-27,104,10,3.74,3.74,1,1
2013-09-27,35,13,2.45,1.32,8,8
2013-09-27,76,16,2.6,1.56,6,6
2013-09-27,3,11,2.45,1.23,1,1
2013-09-27,24,13,2.45,1.32,1,1
2013-09-27,37,11,2.45,1.23,8,8
2013-09-27,85,11,2.6,1.3,8,8
2013-09-27,43,11,2.45,1.23,5,5
2013-09-27,64,11,2.6,1.3,9,9
2013-09-27,96,20,3.74,2.6,6,6
2013-09-27,121,11,20.99,13.49,3,3
2013-09-27,62,13,2.6,1.4,3,3
2013-09-27,88,16,2.6,1.56,1,1
2013-09-27,10,11,2.45,1.23,10,10
2013-09-27,113,20,20.99,15.29,1,1
2013-09-28,76,10,2.6,1.56,10,10
2013-09-28,95,13,3.74,2.36,1,1
2013-09-28,73,13,2.6,1.4,7,7
2013-09-28,105,11,3.74,2.24,1,1
2013-09-28,41,11,2.45,1.23,3,3
2013-09-28,99,11,3.74,2.24,1,1
2013-09-28,121,11,20.99,13.49,7,7
2013-09-28,97,16,3.74,3.74,5,5
2013-09-28,130,13,5.6,3.62,1,1
2013-09-28,139,13,0.36,0.19,10,6
2013-09-28,80,13,2.6,1.4,1,1
2013-09-28,34,13,2.45,1.32,9,9
2013-09-28,28,16,2.45,1.47,6,6
2013-09-28,5,16,2.45,1.47,1,1
2013-09-28,33,13,2.45,1.32,8,8
2013-09-28,28,11,2.45,1.23,3,3
2013-09-28,103,13,3.74,2.36,1,1
2013-09-28,88,20,2.6,1.61,1,1
2013-09-28,32,13,2.45,1.32,1,1
2013-09-28,88,12,2.6,1.56,9,9
2013-09-28,94,11,3.74,2.24,5,5
2013-09-28,127,11,5.6,3.45,9,9
2013-09-28,11,13,2.45,1.32,7,7
2013-09-28,18,20,2.45,1.52,1,1
2013-09-28,22,13,2.45,1.32,3,3
2013-09-28,24,12,2.45,1.47,7,7
2013-09-28,111,11,3.74,2.24,5,5
2013-09-28,64,11,2.6,1.3,9,9
2013-09-28,112,11,20.99,13.49,7,7
2013-09-28,22,13,2.45,1.32,9,9
2013-09-28,114,16,20.99,14.99,3,3
2013-09-28,133,13,5.6,3.62,1,1
2013-09-28,67,16,2.6,1.56,5,5
2013-09-28,64,13,2.6,1.4,6,6
2013-09-28,6,13,2.45,1.32,7,7
2013-09-28,105,11,3.74,2.25,2,2
2013-09-28,16,16,2.45,1.47,6,6
2013-09-28,39,11,2.45,1.23,4,4
2013-09-28,18,10,2.45,1.47,3,3
2013-09-28,34,16,2.45,1.47,8,8
2013-09-28,121,11,20.99,13.49,1,1
2013-09-28,53,11,2.6,1.3,1,1
2013-09-28,16,20,2.45,1.52,5,5
2013-09-28,111,11,3.74,2.24,3,3
2013-09-28,21,16,2.45,1.47,1,1
2013-09-28,121,13,20.99,14.09,3,3
2013-09-28,9,13,2.45,1.32,1,1
2013-09-28,130,16,5.6,3.88,7,7
2013-09-28,52,12,2.6,1.56,5,5
2013-09-28,33,13,2.45,1.32,7,7
2013-09-28,97,11,3.74,2.25,2,2
2013-09-28,73,11,2.6,1.3,6,6
2013-09-28,76,20,2.6,1.61,5,5
2013-09-28,30,12,2.45,1.47,6,6
2013-09-28,29,16,2.45,1.47,9,9
2013-09-28,97,11,3.74,2.24,6,6
2013-09-28,62,13,2.6,1.4,9,9
2013-09-28,24,11,2.45,1.23,5,5
2013-09-28,82,11,2.6,1.3,6,6
2013-09-28,37,11,2.45,1.23,1,1
2013-09-28,77,16,2.6,1.56,3,3
2013-09-28,13,16,2.45,1.47,7,7
2013-09-29,13,11,2.45,1.23,5,5
2013-09-29,34,10,2.45,1.47,1,1
2013-09-29,39,13,2.45,1.33,2,2
2013-09-29,96,10,3.74,3.74,9,9
2013-09-29,50,13,2.6,1.4,7,7
2013-09-29,128,16,5.6,3.88,1,1
2013-09-29,90,16,2.6,1.56,9,9
2013-09-29,123,13,20.99,14.09,5,5
2013-09-29,118,10,20.99,14.99,5,5
2013-09-29,59,12,2.6,1.56,3,3
2013-09-29,133,16,5.6,3.88,6,6
2013-09-29,11,13,2.45,1.32,5,5
2013-09-29,107,13,3.74,2.36,9,9
2013-09-29,112,2,20.99,14.99,6,6
2013-09-29,4,13,2.45,1.32,3,3
2013-09-29,113,16,20.99,14.99,1,1
2013-09-29,36,20,2.45,1.52,8,8
2013-09-30,40,13,2.45,1.32,1,1
2013-09-30,92,11,3.74,2.24,10,10
2013-09-30,106,16,3.74,3.74,9,9
2013-09-30,58,13,2.6,1.4,1,1
2013-09-30,31,11,2.45,1.23,9,9
2013-09-30,112,12,20.99,14.99,1,1
2013-09-30,119,13,20.99,14.09,2,2
2013-09-30,104,11,3.74,2.24,1,1
2013-09-30,117,10,20.99,14.99,1,1
2013-09-30,47,11,2.45,1.23,3,3
2013-09-30,31,20,2.45,1.52,1,1
2013-09-30,111,12,3.74,3.74,5,5
2013-09-30,82,16,2.6,1.56,3,3
2013-09-30,64,11,2.6,1.3,1,1
2013-10-01,36,13,2.45,1.32,6,6
2013-10-01,141,11,0.43,0.21,14,10
2013-10-01,6,2,2.45,1.47,9,9
2013-10-01,58,16,2.6,1.56,7,7
2013-10-01,118,11,20.99,13.49,3,3
2013-10-01,1,10,2.45,1.47,1,1
2013-10-01,121,11,20.99,13.49,4,4
2013-10-01,108,11,3.74,2.24,5,5
2013-10-01,2,11,2.45,1.23,8,8
2013-10-01,99,13,3.74,2.36,5,5
2013-10-01,62,13,2.6,1.4,1,1
2013-10-01,61,13,2.6,1.4,9,9
2013-10-01,66,12,2.6,1.56,1,1
2013-10-01,129,10,5.6,3.88,8,8
2013-10-01,55,10,2.6,1.56,1,1
2013-10-01,26,10,2.45,1.47,7,7
2013-10-01,132,10,5.6,3.88,7,7
2013-10-01,10,11,2.45,1.23,1,1
2013-10-01,134,13,5.6,3.62,6,6
2013-10-01,45,12,2.45,1.47,9,9
2013-10-01,76,11,2.6,1.3,9,9
2013-10-01,104,10,3.74,3.74,4,4
2013-10-01,141,11,0.5,0.25,6,5
2013-10-01,38,13,2.45,1.32,3,3
2013-10-01,108,11,3.74,2.24,3,3
2013-10-01,133,13,5.61,3.62,2,2
2013-10-01,19,13,2.45,1.32,10,10
2013-10-01,28,12,2.45,1.47,10,10
2013-10-01,49,11,2.45,1.23,3,3
2013-10-01,106,11,3.74,2.24,5,5
2013-10-01,11,10,2.45,1.47,7,7
2013-10-01,129,20,5.6,3.97,5,5
2013-10-01,49,2,2.45,1.47,3,3
2013-10-01,3,12,2.45,1.47,5,5
2013-10-01,37,13,2.45,1.32,9,9
2013-10-01,18,11,2.45,1.23,1,1
2013-10-02,1,12,2.45,1.47,8,8
2013-10-02,70,20,2.6,1.61,9,9
2013-10-02,46,12,2.45,1.47,5,5
2013-10-02,64,13,2.6,1.4,6,6
2013-10-02,73,13,2.6,1.4,9,9
2013-10-02,87,11,2.6,1.3,10,10
2013-10-02,133,13,5.6,3.62,1,1
2013-10-02,46,11,2.45,1.23,9,9
2013-10-02,61,11,2.6,1.3,4,4
2013-10-02,110,12,3.74,3.74,7,7
2013-10-02,70,13,2.6,1.4,9,9
2013-10-02,61,13,2.6,1.4,1,1
2013-10-02,13,16,2.45,1.47,10,10
2013-10-02,79,16,2.6,1.56,5,5
2013-10-02,123,11,20.99,13.49,2,2
2013-10-02,141,11,0.4,0.2,9,6
2013-10-02,12,13,2.45,1.32,7,7
2013-10-02,32,12,2.45,1.47,7,7
2013-10-03,64,13,2.6,1.4,10,10
2013-10-03,124,11,20.99,13.49,7,7
2013-10-03,83,11,2.6,1.3,1,1
2013-10-03,10,11,2.45,1.23,1,1
2013-10-03,6,13,2.45,1.32,1,1
2013-10-03,20,13,2.45,1.32,1,1
2013-10-03,45,13,2.45,1.32,9,9
2013-10-03,130,13,5.6,3.62,4,4
2013-10-03,88,13,2.6,1.4,3,3
2013-10-03,118,2,20.99,14.99,5,5
2013-10-03,139,11,0.53,0.27,9,8
2013-10-03,91,20,2.5,1.55,2,2
2013-10-03,78,13,2.6,1.4,5,5
2013-10-03,37,13,2.45,1.32,5,5
2013-10-04,124,13,20.99,14.09,9,9
2013-10-04,91,2,2.5,1.5,1,1
2013-10-04,62,11,2.6,1.3,5,5
2013-10-04,51,16,2.6,1.56,7,7
2013-10-04,64,2,2.6,1.56,4,4
2013-10-04,23,16,2.45,1.47,1,1
2013-10-04,68,11,2.6,1.3,1,1
2013-10-04,77,11,2.6,1.3,1,1
2013-10-04,16,12,2.45,1.47,4,4
2013-10-04,37,2,2.45,1.47,5,5
2013-10-04,53,2,2.6,1.56,3,3
2013-10-04,117,12,20.99,14.99,6,6
2013-10-04,88,12,2.6,1.56,5,5
2013-10-04,10,11,2.45,1.23,3,3
2013-10-04,9,13,2.45,1.32,1,1
2013-10-04,21,11,2.45,1.23,9,9
2013-10-04,16,11,2.45,1.23,1,1
2013-10-04,101,2,3.74,3.74,6,6
2013-10-04,24,11,2.45,1.23,9,9
2013-10-04,44,11,2.45,1.23,3,3
2013-10-04,141,11,0.42,0.21,10,7
2013-10-04,38,12,2.45,1.47,9,9
2013-10-04,117,13,20.99,14.09,10,10
2013-10-04,55,12,2.6,1.56,9,9
2013-10-04,85,20,2.6,1.61,3,3
2013-10-04,131,20,5.6,3.97,1,1
2013-10-04,5,13,2.45,1.32,1,1
2013-10-04,55,16,2.6,1.56,2,2
2013-10-04,1,13,2.45,1.32,1,1
2013-10-04,115,11,20.99,13.49,7,7
2013-10-04,108,11,3.74,2.24,1,1
2013-10-04,48,13,2.45,1.32,8,8
2013-10-04,119,16,20.99,14.99,5,5
2013-10-04,11,10,2.45,1.47,3,3
2013-10-04,95,11,3.74,2.24,3,3
2013-10-04,139,11,0.51,0.26,7,6
2013-10-04,75,16,2.6,1.56,5,5
2013-10-04,40,2,2.45,1.47,1,1
2013-10-04,39,2,2.45,1.47,1,1
2013-10-04,26,13,2.45,1.32,10,10
2013-10-04,43,16,2.45,1.47,1,1
2013-10-04,27,16,2.45,1.47,1,1
2013-10-04,55,10,2.6,1.56,3,3
2013-10-04,76,12,2.6,1.56,10,10
2013-10-04,11,2,2.45,1.47,8,8
2013-10-04,125,13,20.99,14.09,9,9
2013-10-04,108,16,3.74,3.74,5,5
2013-10-04,28,13,2.45,1.32,5,5
2013-10-04,86,16,2.6,1.56,2,2
2013-10-04,138,13,0.71,0.39,4,3
2013-10-04,91,16,2.5,1.5,3,3
2013-10-04,3,12,2.45,1.47,10,10
2013-10-04,139,16,0.48,0.29,10,8
2013-10-04,9,2,2.45,1.47,7,7
2013-10-04,38,2,2.45,1.47,7,7
2013-10-04,115,13,20.99,14.09,9,9
2013-10-04,30,11,2.45,1.23,1,1
2013-10-04,37,11,2.45,1.23,3,3
2013-10-04,87,13,2.6,1.4,1,1
2013-10-04,37,10,2.45,1.47,2,2
2013-10-04,140,11,0.64,0.32,7,5
2013-10-05,67,16,2.6,1.56,1,1
2013-10-05,115,13,20.99,14.09,9,9
2013-10-05,63,20,2.6,1.61,3,3
2013-10-05,136,13,6.49,4.19,5,5
