s_data,s_p_id,s_sk_id,s_cena_sprzedazy,s_cena_zakupu,s_liczba_towarow,s_liczba_klientow
2013-09-15,34,7,2.45,1.47,6,6
2013-09-15,133,6,5.6,4.31,3,3
2013-09-15,75,17,2.6,1.04,1,1
2013-09-15,39,17,2.45,0.98,4,4
2013-09-15,123,1,20.99,14.99,3,3
2013-09-15,48,3,2.45,0.61,5,5
2013-09-15,40,19,2.45,1.47,7,7
2013-09-15,94,1,3.74,3.74,3,3
2013-09-15,71,1,2.6,1.56,8,8
2013-09-15,7,1,2.45,1.47,9,9
2013-09-15,1,17,2.45,0.98,1,1
2013-09-15,52,19,2.6,1.56,1,1
2013-09-15,20,3,2.45,0.61,1,1
2013-09-16,4,1,2.45,1.47,7,7
2013-09-16,82,1,2.6,1.56,7,7
2013-09-16,13,6,2.45,1.72,5,5
2013-09-16,85,18,2.6,1.25,5,5
2013-09-16,62,1,2.6,1.56,1,1
2013-09-16,106,3,3.74,1.5,5,5
2013-09-16,31,6,2.45,1.72,9,9
2013-09-16,10,17,2.45,0.98,3,3
2013-09-16,106,17,3.74,1.94,6,6
2013-09-16,88,17,2.6,1.04,6,6
2013-09-16,24,17,2.45,0.98,9,9
2013-09-16,29,18,2.45,1.18,1,1
2013-09-16,121,19,20.99,14.99,2,2
2013-09-16,13,19,2.45,1.47,3,3
2013-09-16,56,1,2.6,1.56,1,1
2013-09-16,133,1,5.6,3.88,3,3
2013-09-16,133,1,5.6,3.88,1,1
2013-09-16,61,6,2.6,1.82,6,6
2013-09-16,61,17,2.6,1.04,5,5
2013-09-16,91,8,2.5,1.8,5,5
2013-09-16,15,1,2.45,1.47,5,5
2013-09-16,94,17,3.74,1.94,1,1
2013-09-16,58,7,2.6,1.56,9,9
2013-09-16,130,1,5.6,3.88,7,7
2013-09-16,21,17,2.45,0.98,2,2
2013-09-16,16,1,2.45,1.47,4,4
2013-09-16,124,3,20.99,9.74,6,6
2013-09-16,139,1,0.15,0.09,4,1
2013-09-16,73,19,2.6,1.56,3,3
2013-09-16,61,1,2.6,1.56,6,6
2013-09-16,139,1,0.6,0.36,10,10
2013-09-16,43,6,2.45,1.72,1,1
2013-09-16,79,8,2.6,1.87,3,3
2013-09-16,136,1,6.49,4.49,3,3
2013-09-16,65,17,2.6,1.04,1,1
2013-09-16,31,1,2.45,1.47,1,1
2013-09-16,117,17,20.99,11.99,2,2
2013-09-16,55,1,2.6,1.56,9,9
2013-09-16,112,1,20.99,14.99,5,5
2013-09-16,104,7,3.74,3.74,5,5
2013-09-16,15,1,2.45,1.47,5,5
2013-09-16,75,8,2.6,1.87,5,5
2013-09-16,105,6,3.74,2.84,1,1
2013-09-16,133,1,5.6,3.88,5,5
2013-09-16,19,6,2.45,1.72,5,5
2013-09-16,112,17,20.99,11.99,7,7
2013-09-16,88,6,2.6,1.82,1,1
2013-09-16,130,1,5.6,3.88,3,3
2013-09-16,33,8,2.45,1.76,5,5
2013-09-16,1,1,2.45,1.47,10,10
2013-09-16,10,17,2.45,0.98,1,1
2013-09-16,34,19,2.45,1.47,9,9
2013-09-16,125,19,20.99,14.99,9,9
2013-09-16,97,17,3.74,1.94,7,7
2013-09-16,64,1,2.6,1.56,1,1
2013-09-16,97,7,3.74,3.74,2,2
2013-09-16,114,1,20.99,14.99,10,10
2013-09-16,30,6,2.45,1.72,3,3
2013-09-16,45,6,2.45,1.72,3,3
2013-09-16,137,17,0.4,0.16,9,6
2013-09-16,121,3,20.99,9.74,1,1
2013-09-16,40,1,2.45,1.47,1,1
2013-09-16,42,1,2.45,1.47,7,7
2013-09-16,12,1,2.45,1.47,2,2
2013-09-16,23,1,2.45,1.47,1,1
2013-09-16,79,8,2.6,1.87,6,6
2013-09-16,85,1,2.6,1.56,3,3
2013-09-16,88,1,2.6,1.56,1,1
2013-09-16,130,1,5.61,3.88,2,2
2013-09-16,85,19,2.6,1.56,9,9
2013-09-16,96,1,3.74,3.74,5,5
2013-09-16,106,17,3.74,1.94,3,3
2013-09-16,124,3,20.99,9.74,5,5
2013-09-16,41,7,2.45,1.47,6,6
2013-09-16,96,1,3.74,3.74,7,7
2013-09-16,61,1,2.6,1.56,1,1
2013-09-16,92,1,3.74,3.74,1,1
2013-09-16,46,1,2.45,1.47,7,7
2013-09-16,11,1,2.45,1.47,6,6
2013-09-16,127,3,5.6,2.37,1,1
2013-09-16,43,7,2.45,1.47,1,1
2013-09-16,8,17,2.45,0.98,9,9
2013-09-16,102,1,3.74,3.74,3,3
2013-09-16,1,6,2.45,1.72,9,9
2013-09-16,115,3,20.99,9.74,3,3
2013-09-16,27,17,2.45,0.98,6,6
2013-09-16,30,1,2.45,1.47,1,1
2013-09-16,101,17,3.74,1.94,1,1
2013-09-16,100,17,3.74,1.94,9,9
2013-09-16,73,6,2.6,1.82,2,2
2013-09-16,107,6,3.74,2.84,6,6
2013-09-16,44,7,2.45,1.47,3,3
2013-09-17,90,1,2.6,1.56,9,9
2013-09-17,78,19,2.6,1.56,9,9
2013-09-17,67,1,2.6,1.56,1,1
2013-09-17,65,17,2.6,1.04,2,2
2013-09-17,96,18,3.74,2.18,3,3
2013-09-17,131,1,5.6,3.88,5,5
2013-09-17,73,19,2.6,1.56,5,5
2013-09-17,51,6,2.6,1.82,3,3
2013-09-17,136,1,6.49,4.49,7,7
2013-09-17,46,1,2.45,1.47,2,2
2013-09-17,34,19,2.45,1.47,7,7
2013-09-17,27,1,2.45,1.47,1,1
2013-09-17,82,7,2.6,1.56,1,1
2013-09-17,59,17,2.6,1.04,9,9
2013-09-17,43,18,2.45,1.18,1,1
2013-09-17,55,1,2.6,1.56,7,7
2013-09-17,21,1,2.45,1.47,3,3
2013-09-17,127,8,5.6,4.4,5,5
2013-09-17,46,6,2.45,1.72,1,1
2013-09-17,1,1,2.45,1.47,8,8
2013-09-17,57,1,2.6,1.56,1,1
2013-09-17,61,17,2.6,1.04,3,3
2013-09-17,121,1,20.99,14.99,3,3
2013-09-17,32,7,2.45,1.47,1,1
2013-09-17,121,3,20.99,9.74,1,1
2013-09-17,31,1,2.45,1.47,1,1
2013-09-17,40,8,2.45,1.76,1,1
2013-09-17,94,6,3.74,2.84,1,1
2013-09-17,70,17,2.6,1.04,5,5
2013-09-17,75,7,2.6,1.56,5,5
2013-09-17,120,1,20.99,14.99,7,7
2013-09-17,117,6,20.99,16.49,7,7
2013-09-17,38,7,2.45,1.47,1,1
2013-09-17,76,1,2.6,1.56,9,9
2013-09-17,80,1,2.6,1.56,9,9
2013-09-17,101,1,3.74,3.74,4,4
2013-09-17,21,1,2.45,1.47,1,1
2013-09-17,140,1,0.41,0.25,11,5
2013-09-17,103,18,3.74,2.18,1,1
2013-09-17,48,6,2.45,1.72,9,9
2013-09-17,70,1,2.6,1.56,1,1
2013-09-17,37,6,2.45,1.72,3,3
2013-09-17,112,6,20.99,16.49,1,1
2013-09-17,65,1,2.6,1.56,9,9
2013-09-17,25,17,2.45,0.98,1,1
2013-09-17,50,6,2.6,1.82,6,6
2013-09-17,69,6,2.6,1.82,3,3
2013-09-17,120,17,20.99,11.99,6,6
2013-09-17,3,1,2.45,1.47,7,7
2013-09-17,39,6,2.45,1.72,5,5
2013-09-17,18,17,2.45,0.98,2,2
2013-09-17,106,17,3.74,1.94,3,3
2013-09-17,17,8,2.45,1.76,9,9
2013-09-17,59,6,2.6,1.82,1,1
2013-09-17,16,1,2.45,1.47,4,4
2013-09-17,121,17,20.99,11.99,2,2
2013-09-17,22,1,2.45,1.47,9,9
2013-09-18,132,17,5.6,3.02,1,1
2013-09-18,8,17,2.45,0.98,9,9
2013-09-18,73,1,2.6,1.56,8,8
2013-09-18,85,6,2.6,1.82,1,1
2013-09-18,139,1,0.4,0.24,9,6
2013-09-18,130,17,5.6,3.02,1,1
2013-09-18,49,1,2.45,1.47,1,1
2013-09-18,36,3,2.45,0.61,6,6
2013-09-18,81,7,2.6,1.56,9,9
2013-09-18,15,1,2.45,1.47,1,1
2013-09-18,34,17,2.45,0.98,1,1
2013-09-18,129,19,5.6,3.88,7,7
2013-09-18,10,8,2.45,1.76,1,1
2013-09-18,35,17,2.45,0.98,9,9
2013-09-18,71,18,2.6,1.25,9,9
2013-09-18,138,6,0.48,0.34,2,1
2013-09-18,105,3,3.74,1.5,7,7
2013-09-18,139,1,0.3,0.18,2,1
2013-09-18,112,17,20.99,11.99,1,1
2013-09-18,13,8,2.45,1.76,5,5
2013-09-18,50,7,2.6,1.56,7,7
2013-09-18,58,1,2.6,1.56,5,5
2013-09-18,2,17,2.45,0.98,7,7
2013-09-18,103,19,3.74,3.74,3,3
2013-09-18,85,17,2.6,1.04,1,1
2013-09-18,88,17,2.6,1.04,7,7
2013-09-18,136,17,6.49,3.49,6,6
2013-09-18,121,17,20.99,11.99,1,1
2013-09-18,1,17,2.45,0.98,4,4
2013-09-18,53,1,2.6,1.56,9,9
2013-09-18,130,1,5.6,3.88,9,9
2013-09-18,39,17,2.45,0.98,1,1
2013-09-19,5,7,2.45,1.47,5,5
2013-09-19,121,6,20.99,16.49,7,7
2013-09-19,31,17,2.45,0.98,7,7
2013-09-19,100,1,3.74,3.74,6,6
2013-09-19,4,17,2.45,0.98,1,1
2013-09-19,16,3,2.45,0.61,7,7
2013-09-19,67,1,2.6,1.56,6,6
2013-09-19,113,3,20.99,9.74,5,5
2013-09-19,135,17,5.6,3.02,1,1
2013-09-19,38,1,2.45,1.47,6,6
2013-09-19,130,7,5.6,3.88,1,1
2013-09-19,43,7,2.45,1.47,1,1
2013-09-19,62,7,2.6,1.56,6,6
2013-09-19,58,3,2.6,0.65,1,1
2013-09-19,124,19,20.99,14.99,6,6
2013-09-19,22,3,2.45,0.61,7,7
2013-09-19,50,1,2.6,1.56,1,1
2013-09-19,40,17,2.45,0.98,10,10
2013-09-19,130,1,5.6,3.88,10,10
2013-09-19,89,1,2.6,1.56,5,5
2013-09-19,36,1,2.45,1.47,1,1
2013-09-19,1,1,2.45,1.47,10,10
2013-09-19,46,17,2.45,0.98,1,1
2013-09-19,63,7,2.6,1.56,5,5
2013-09-19,103,1,3.74,3.74,5,5
2013-09-19,5,7,2.45,1.47,8,8
2013-09-19,14,1,2.45,1.47,5,5
2013-09-19,79,3,2.6,0.65,5,5
2013-09-19,67,1,2.6,1.56,1,1
2013-09-19,8,19,2.45,1.47,5,5
2013-09-19,71,1,2.6,1.56,1,1
2013-09-19,15,1,2.45,1.47,9,9
2013-09-19,133,8,5.61,4.4,2,2
2013-09-19,76,1,2.6,1.56,1,1
2013-09-19,7,3,2.45,0.61,1,1
2013-09-19,3,18,2.45,1.18,4,4
2013-09-19,19,8,2.45,1.76,10,10
2013-09-19,78,8,2.6,1.87,3,3
2013-09-19,79,19,2.6,1.56,5,5
2013-09-19,46,1,2.45,1.47,3,3
2013-09-19,106,17,3.74,1.94,7,7
2013-09-19,86,18,2.6,1.25,2,2
2013-09-19,114,19,20.99,14.99,5,5
2013-09-19,1,1,2.45,1.47,7,7
2013-09-19,135,17,5.6,3.02,1,1
2013-09-19,91,17,2.5,1,8,8
2013-09-19,52,6,2.6,1.82,1,1
2013-09-19,97,8,3.74,2.9,7,7
2013-09-19,67,18,2.6,1.25,1,1
2013-09-19,72,17,2.6,1.04,1,1
2013-09-19,26,7,2.45,1.47,4,4
2013-09-19,124,7,20.99,14.99,1,1
2013-09-20,76,1,2.6,1.56,1,1
2013-09-20,60,1,2.6,1.56,3,3
2013-09-20,1,8,2.45,1.76,5,5
2013-09-20,16,19,2.45,1.47,1,1
2013-09-20,37,17,2.45,0.98,7,7
2013-09-20,129,1,5.6,3.88,5,5
2013-09-20,122,1,20.99,14.99,3,3
2013-09-20,63,18,2.6,1.25,9,9
2013-09-20,54,1,2.6,1.56,1,1
2013-09-20,7,19,2.45,1.47,9,9
2013-09-20,49,1,2.45,1.47,9,9
2013-09-20,23,1,2.45,1.47,10,10
2013-09-20,94,1,3.74,3.74,3,3
2013-09-20,97,1,3.74,3.74,7,7
2013-09-20,28,1,2.45,1.47,5,5
2013-09-20,92,19,3.74,3.74,1,1
2013-09-20,77,1,2.6,1.56,1,1
2013-09-20,86,1,2.6,1.56,1,1
2013-09-20,34,17,2.45,0.98,5,5
2013-09-20,10,1,2.45,1.47,1,1
2013-09-20,1,17,2.45,0.98,5,5
2013-09-20,29,6,2.45,1.72,9,9
2013-09-20,39,1,2.45,1.47,6,6
2013-09-20,35,17,2.45,0.98,9,9
2013-09-20,1,6,2.45,1.72,4,4
2013-09-20,19,3,2.45,0.61,9,9
2013-09-20,121,1,20.99,14.99,1,1
2013-09-20,37,1,2.45,1.47,6,6
2013-09-20,38,1,2.45,1.47,5,5
2013-09-20,20,1,2.45,1.47,3,3
2013-09-20,88,1,2.6,1.56,3,3
2013-09-20,131,17,5.6,3.02,1,1
2013-09-21,63,1,2.6,1.56,1,1
2013-09-21,123,1,20.99,14.99,9,9
2013-09-21,44,1,2.45,1.47,3,3
2013-09-21,115,1,20.99,14.99,1,1
2013-09-21,131,1,5.61,3.88,2,2
2013-09-21,76,1,2.6,1.56,1,1
2013-09-21,71,1,2.6,1.56,9,9
2013-09-21,38,1,2.45,1.47,7,7
2013-09-21,89,7,2.6,1.56,4,4
2013-09-21,91,1,2.5,1.5,5,5
2013-09-21,139,17,0.26,0.11,16,7
2013-09-21,75,7,2.6,1.56,3,3
2013-09-21,1,19,2.45,1.47,1,1
2013-09-21,35,1,2.45,1.47,7,7
2013-09-21,106,17,3.74,1.94,9,9
2013-09-21,128,18,5.6,3.36,7,7
2013-09-21,8,1,2.45,1.47,1,1
2013-09-21,50,1,2.6,1.56,1,1
2013-09-21,41,6,2.45,1.72,8,8
2013-09-21,121,7,20.99,14.99,1,1
2013-09-21,139,18,0.3,0.15,2,1
2013-09-21,13,1,2.45,1.47,1,1
2013-09-21,76,1,2.6,1.56,3,3
2013-09-21,133,19,5.6,3.88,5,5
2013-09-21,64,19,2.6,1.56,9,9
2013-09-21,35,1,2.45,1.47,6,6
2013-09-21,127,1,5.6,3.88,3,3
2013-09-21,139,17,0.54,0.22,10,9
2013-09-21,80,17,2.6,1.04,7,7
2013-09-21,1,8,2.45,1.76,7,7
2013-09-21,40,6,2.45,1.72,3,3
2013-09-22,61,8,2.6,1.87,9,9
2013-09-22,130,6,5.6,4.31,9,9
2013-09-22,99,17,3.74,1.95,2,2
2013-09-22,66,1,2.6,1.56,3,3
2013-09-22,64,1,2.6,1.56,1,1
2013-09-22,82,18,2.6,1.25,9,9
2013-09-22,115,1,20.99,14.99,7,7
2013-09-22,115,17,20.99,11.99,7,7
2013-09-22,125,1,20.99,14.99,9,9
2013-09-22,91,3,2.5,0.63,7,7
2013-09-22,9,1,2.45,1.47,9,9
2013-09-22,61,3,2.6,0.65,1,1
2013-09-22,96,7,3.74,3.74,10,10
2013-09-22,100,1,3.74,3.74,1,1
2013-09-22,4,1,2.45,1.47,1,1
2013-09-22,98,19,3.74,3.74,10,10
2013-09-22,133,1,5.6,3.88,3,3
2013-09-22,49,3,2.45,0.61,1,1
2013-09-22,104,3,3.74,1.5,3,3
2013-09-22,49,17,2.45,0.98,1,1
2013-09-22,24,19,2.45,1.47,10,10
2013-09-22,111,17,3.74,1.94,5,5
2013-09-22,31,17,2.45,0.98,1,1
2013-09-22,43,3,2.45,0.61,6,6
2013-09-22,75,17,2.6,1.04,10,10
2013-09-22,21,3,2.45,0.61,9,9
2013-09-22,11,19,2.45,1.47,5,5
2013-09-22,46,1,2.45,1.47,1,1
2013-09-22,23,18,2.45,1.18,3,3
2013-09-22,136,3,6.49,2.74,5,5
2013-09-22,109,1,3.74,3.74,3,3
2013-09-22,61,3,2.6,0.65,10,10
2013-09-22,104,3,3.74,1.5,6,6
2013-09-22,133,7,5.6,3.88,3,3
2013-09-22,68,17,2.6,1.04,3,3
2013-09-22,139,1,0.3,0.18,2,1
2013-09-22,94,17,3.74,1.94,6,6
2013-09-22,111,8,3.74,2.9,1,1
2013-09-22,67,1,2.6,1.56,1,1
2013-09-22,76,1,2.6,1.56,7,7
2013-09-22,141,1,0.45,0.27,4,3
2013-09-22,34,1,2.45,1.47,5,5
2013-09-22,55,18,2.6,1.25,1,1
2013-09-22,6,17,2.45,0.98,6,6
2013-09-22,6,7,2.45,1.47,3,3
2013-09-22,70,19,2.6,1.56,7,7
2013-09-22,126,17,20.99,11.99,7,7
2013-09-22,25,3,2.45,0.61,9,9
2013-09-22,73,8,2.6,1.87,7,7
2013-09-22,26,17,2.45,0.98,1,1
2013-09-22,95,7,3.74,3.74,7,7
2013-09-22,123,17,20.99,11.99,2,2
2013-09-23,132,19,5.6,3.88,3,3
2013-09-23,24,1,2.45,1.47,9,9
2013-09-23,94,1,3.74,3.74,3,3
2013-09-23,21,7,2.45,1.47,5,5
2013-09-23,1,1,2.45,1.47,7,7
2013-09-23,15,7,2.45,1.47,2,2
2013-09-23,133,8,5.6,4.4,9,9
2013-09-23,40,18,2.45,1.18,9,9
2013-09-23,40,1,2.45,1.47,5,5
2013-09-23,70,1,2.6,1.56,1,1
2013-09-23,32,1,2.45,1.47,10,10
2013-09-23,27,19,2.45,1.47,3,3
2013-09-23,58,6,2.6,1.82,1,1
2013-09-23,28,1,2.45,1.47,9,9
2013-09-23,94,17,3.74,1.94,1,1
2013-09-23,14,1,2.45,1.47,3,3
2013-09-23,109,18,3.74,2.18,1,1
2013-09-23,106,1,3.74,3.74,9,9
2013-09-23,37,18,2.45,1.18,4,4
2013-09-23,25,17,2.45,0.98,7,7
2013-09-23,94,17,3.74,1.94,1,1
2013-09-23,93,6,3.74,2.84,10,10
2013-09-23,55,7,2.6,1.56,5,5
2013-09-23,99,1,3.74,3.74,1,1
2013-09-23,115,1,20.99,14.99,9,9
2013-09-24,4,17,2.45,0.98,9,9
2013-09-24,109,17,3.74,1.94,5,5
2013-09-24,43,17,2.45,0.98,3,3
2013-09-24,115,1,20.99,14.99,5,5
2013-09-24,1,3,2.45,0.61,9,9
2013-09-24,82,19,2.6,1.56,6,6
2013-09-24,109,18,3.74,2.18,8,8
2013-09-24,23,1,2.45,1.47,3,3
2013-09-24,67,3,2.6,0.65,1,1
2013-09-24,107,3,3.74,1.5,9,9
2013-09-24,68,17,2.6,1.04,3,3
2013-09-24,80,1,2.6,1.56,1,1
2013-09-24,57,19,2.6,1.56,1,1
2013-09-24,140,18,0.72,0.35,10,8
2013-09-24,95,1,3.74,3.74,1,1
2013-09-24,70,1,2.6,1.56,4,4
2013-09-24,102,1,3.74,3.74,5,5
2013-09-24,21,1,2.45,1.47,9,9
2013-09-24,43,1,2.45,1.47,9,9
2013-09-24,20,1,2.45,1.47,1,1
2013-09-24,99,17,3.74,1.94,4,4
2013-09-24,49,17,2.45,0.98,5,5
2013-09-24,92,19,3.74,3.74,10,10
2013-09-24,58,17,2.6,1.04,6,6
2013-09-25,43,1,2.45,1.47,7,7
2013-09-25,19,7,2.45,1.47,9,9
2013-09-25,13,17,2.45,0.98,5,5
2013-09-25,70,7,2.6,1.56,3,3
2013-09-25,56,3,2.6,0.65,1,1
2013-09-25,56,3,2.6,0.65,9,9
2013-09-25,67,7,2.6,1.56,6,6
2013-09-25,71,3,2.6,0.65,1,1
2013-09-25,19,1,2.45,1.47,1,1
2013-09-25,114,1,20.99,14.99,7,7
2013-09-25,1,18,2.45,1.18,6,6
2013-09-25,81,1,2.6,1.56,2,2
2013-09-25,139,1,0.6,0.36,1,1
2013-09-25,67,1,2.6,1.56,7,7
2013-09-25,79,7,2.6,1.56,6,6
2013-09-25,67,1,2.6,1.56,6,6
2013-09-25,69,1,2.6,1.56,9,9
2013-09-25,72,1,2.6,1.56,3,3
2013-09-25,82,6,2.6,1.82,1,1
2013-09-25,125,6,20.99,16.49,5,5
2013-09-25,7,19,2.45,1.47,3,3
2013-09-25,82,1,2.6,1.56,9,9
2013-09-25,84,17,2.6,1.04,5,5
2013-09-25,121,6,20.99,16.49,1,1
2013-09-25,132,1,5.6,3.88,1,1
2013-09-25,51,8,2.6,1.87,1,1
2013-09-25,14,7,2.45,1.47,4,4
2013-09-25,43,6,2.45,1.72,1,1
2013-09-25,103,19,3.74,3.74,1,1
2013-09-25,113,3,20.99,9.74,9,9
2013-09-25,79,17,2.6,1.04,3,3
2013-09-25,23,3,2.45,0.61,9,9
2013-09-25,22,3,2.45,0.61,3,3
2013-09-25,97,6,3.74,2.84,1,1
2013-09-25,106,1,3.74,3.74,3,3
2013-09-25,55,1,2.6,1.56,9,9
2013-09-25,9,17,2.45,0.98,7,7
2013-09-25,67,17,2.6,1.04,1,1
2013-09-25,25,1,2.45,1.47,3,3
2013-09-25,122,1,20.99,14.99,1,1
2013-09-25,31,7,2.45,1.47,6,6
2013-09-25,108,1,3.74,3.74,7,7
2013-09-25,70,8,2.6,1.87,1,1
2013-09-25,40,1,2.45,1.47,6,6
2013-09-25,67,1,2.6,1.56,5,5
2013-09-25,118,17,20.99,11.99,4,4
2013-09-25,130,7,5.6,3.88,3,3
2013-09-25,100,3,3.74,1.5,7,7
2013-09-25,11,1,2.45,1.47,3,3
2013-09-25,94,17,3.74,1.94,1,1
2013-09-25,88,3,2.6,0.65,9,9
2013-09-25,29,1,2.45,1.47,1,1
2013-09-25,109,1,3.74,3.74,1,1
2013-09-25,61,17,2.6,1.04,2,2
2013-09-25,80,17,2.6,1.04,1,1
2013-09-25,136,6,6.49,4.99,6,6
2013-09-25,133,6,5.6,4.31,8,8
2013-09-25,25,6,2.45,1.72,9,9
2013-09-25,98,1,3.74,3.74,3,3
2013-09-25,76,1,2.6,1.56,6,6
2013-09-25,76,1,2.6,1.56,2,2
2013-09-25,31,3,2.45,0.61,1,1
2013-09-25,121,1,20.99,14.99,5,5
2013-09-25,64,6,2.6,1.82,3,3
2013-09-25,133,7,5.6,3.88,4,4
2013-09-25,137,17,0.2,0.08,3,1
2013-09-25,32,6,2.45,1.72,7,7
2013-09-25,137,8,0.33,0.24,9,5
2013-09-25,122,19,20.99,14.99,5,5
2013-09-25,105,1,3.74,3.74,9,9
2013-09-25,57,3,2.6,0.65,3,3
2013-09-25,66,6,2.6,1.82,1,1
2013-09-25,56,1,2.6,1.56,7,7
2013-09-25,58,19,2.6,1.56,9,9
2013-09-25,40,6,2.45,1.72,1,1
2013-09-25,53,3,2.6,0.65,7,7
2013-09-25,97,18,3.74,2.18,1,1
2013-09-25,129,1,5.6,3.88,3,3
2013-09-25,40,7,2.45,1.47,6,6
2013-09-25,16,6,2.45,1.72,5,5
2013-09-25,37,17,2.45,0.98,7,7
2013-09-25,13,6,2.45,1.72,7,7
2013-09-25,69,17,2.6,1.04,5,5
2013-09-25,136,1,6.49,4.49,9,9
2013-09-25,31,7,2.45,1.47,1,1
2013-09-25,13,1,2.45,1.47,3,3
2013-09-25,63,7,2.6,1.56,1,1
2013-09-25,76,19,2.6,1.56,5,5
2013-09-25,139,6,0.42,0.29,13,9
2013-09-25,116,1,20.99,14.99,1,1
2013-09-25,96,1,3.74,3.74,9,9
2013-09-25,50,1,2.6,1.56,1,1
2013-09-25,25,17,2.45,0.98,9,9
2013-09-25,70,17,2.6,1.04,2,2
2013-09-25,132,1,5.6,3.88,8,8
2013-09-25,73,1,2.6,1.56,3,3
2013-09-25,28,18,2.45,1.18,5,5
2013-09-25,56,17,2.6,1.04,8,8
2013-09-25,91,18,2.5,1.2,8,8
2013-09-25,1,17,2.45,0.98,2,2
2013-09-26,46,19,2.45,1.47,10,10
2013-09-26,19,6,2.45,1.72,7,7
2013-09-26,15,1,2.45,1.47,1,1
2013-09-26,72,3,2.6,0.65,2,2
2013-09-26,38,17,2.45,0.98,9,9
2013-09-26,82,18,2.6,1.25,10,10
2013-09-26,119,17,20.99,11.99,1,1
2013-09-26,98,1,3.74,3.74,9,9
2013-09-26,46,6,2.45,1.72,6,6
2013-09-26,109,3,3.74,1.5,7,7
2013-09-26,95,1,3.74,3.74,3,3
2013-09-26,86,17,2.6,1.04,1,1
2013-09-26,127,17,5.6,3.02,7,7
2013-09-26,32,6,2.45,1.72,1,1
2013-09-26,39,1,2.45,1.47,7,7
2013-09-26,57,1,2.6,1.56,1,1
2013-09-26,72,17,2.6,1.04,9,9
2013-09-26,46,1,2.45,1.47,9,9
2013-09-26,110,7,3.74,3.74,9,9
2013-09-26,41,7,2.45,1.47,7,7
2013-09-26,19,17,2.45,0.98,10,10
2013-09-26,136,1,6.49,4.49,8,8
2013-09-26,39,3,2.45,0.61,3,3
2013-09-26,48,7,2.45,1.47,9,9
2013-09-26,82,17,2.6,1.04,1,1
2013-09-26,106,3,3.74,1.5,1,1
2013-09-27,33,6,2.45,1.72,1,1
2013-09-27,4,1,2.45,1.47,1,1
2013-09-27,63,18,2.6,1.25,9,9
2013-09-27,31,8,2.45,1.76,5,5
2013-09-27,76,3,2.6,0.65,1,1
2013-09-27,21,19,2.45,1.47,1,1
2013-09-27,109,19,3.74,3.74,1,1
2013-09-27,93,17,3.74,1.94,7,7
2013-09-27,1,1,2.45,1.47,1,1
2013-09-27,64,1,2.6,1.56,1,1
2013-09-27,19,1,2.45,1.47,2,2
2013-09-27,133,17,5.6,3.02,9,9
2013-09-27,137,8,0.15,0.11,4,1
2013-09-27,59,1,2.6,1.56,7,7
2013-09-27,80,18,2.6,1.25,7,7
2013-09-27,49,1,2.45,1.47,1,1
2013-09-27,112,1,20.99,14.99,3,3
2013-09-27,103,6,3.74,2.84,7,7
2013-09-27,123,17,20.99,11.99,1,1
2013-09-27,2,1,2.45,1.47,9,9
2013-09-27,32,1,2.45,1.47,3,3
2013-09-27,39,17,2.45,0.98,9,9
2013-09-27,87,3,2.6,0.65,5,5
2013-09-28,23,19,2.45,1.47,6,6
2013-09-28,19,1,2.45,1.47,9,9
2013-09-28,94,6,3.74,2.84,5,5
